Year,PoliticalParty,Category,Number,Plan
2019,PP Madrid,Una Comunidad con todas las capacidades,218,"Crearemos la nueva APP de Discapacidad, de forma que las personas que tengan reconocido un grado de discapacidad puedan disponer de la tarjeta acreditativa de grado en su dispositivo móvil, así como recibir información de interés y otras utilidades que faciliten sus gestiones y su relación con la Administración."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,219,"Aprobaremos una nueva Ley de Servicios Sociales para dotar a la Comunidad de Madrid de unos servicios sociales más eficaces y eficientes, que permitan afrontar los retos de futuro a los que se enfrenta la sociedad madrileña, en colaboración con los municipios y los profesionales que trabajan en este ámbito. La Comunidad de Madrid tiene un sistema de servicios sociales derivado de la Ley aprobada en el año 2003. En estos 15 años la sociedad madrileña ha cambiado mucho y tiene nuevos retos a los que hacer frente. Por eso, es necesario buscar nuevas fórmulas para que los madrileños perciban la cercanía de unos servicios sociales que den respuesta real a sus demandas, en colaboración con los municipios. Al mismo tiempo es necesario reconocer y reforzar la labor que desempeñan los trabajadores de los servicios sociales, de la misma manera que se hace con los profesionales de la sanidad o la educación."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,220,"Pondremos en funcionamiento un sistema integral de ayudas sociales -Tarjeta Social- para que éstas lleguen a las personas que más las necesitan. Mediante esta propuesta podremos ser más eficaces, al poder conocer todas las ayudas sociales que los ciudadanos reciben en la Comunidad de Madrid, ya sean autonómicas, municipales o vía subvenciones a entidades. Al mismo tiempo, las personas que lo necesiten podrán conocer todas las ayudas a las que podrían tener acceso y saber, a través de internet, en cualquier momento el estado de tramitación de las mismas."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,221,"Realizaremos un Mapa de los Servicios Sociales de la Comunidad de Madrid, para mejorar la eficacia de su actuación. Consideramos necesario contar con un mapa que permita analizar una distribución adecuada de los servicios con que cuentan las Administraciones Públicas para atender las demandas en materia de servicios sociales de los ciudadanos y programar las necesidades de cara al futuro. Este mapa, que se hará accesible a través de internet y mediante una APP, también permitirá a los ciudadanos conocer mejor los servicios sociales a su disposición, con una información tan completa como la que tienen de los servicios sanitarios o educativos."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,222,"Estableceremos el Concierto Social como nueva fórmula para gestionar los servicios sociales. En desarrollo de la Ley de Contratos del Sector Público se regulará la figura del concierto social, en aras de una mayor flexibilidad y una mejor atención a las personas, haciendo uso de la posibilidad establecida para que las Comunidades Autónomas concierten servicios sociales con entidades privadas fuera de la normativa de la contratación pública, a través de un procedimiento especial, pero siempre respetando los principios de publicidad, transparencia y no discriminación, conforme a la Directiva comunitaria."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,223,"Apoyaremos a las personas en situación de exclusión social para su plena inserción social y laboral en la sociedad madrileña, a través de programas específicos, en especial la Renta Mínima de Inserción. El Partido Popular viene luchando contra la exclusión social desde una estrategia que incluye distintas medidas. Entre ellas, está la Renta Mínima de Inserción. En los próximos años queremos profundizar en estas medidas, con el objetivo de apoyar a las personas y a las familias que atraviesan dificultades y, muy especialmente, luchar para que ni un solo niño madrileño sufra pobreza infantil."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,224,"Colaboraremos y trabajaremos conjuntamente con las entidades no gubernamentales en la plena integración en la sociedad madrileña de las personas que están excluidas por diferentes motivos. El Partido Popular ha realizado, desde el gobierno regional, un esfuerzo importante durante los últimos años a fomentar la colaboración con las entidades no gubernamentales en la realización de programas de interés social dirigidos a personas excluidas, personas sin hogar, jóvenes, mujeres, familias, inmigrantes, y voluntarios. En esa misma línea vamos a seguir trabajando."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,225,"Nos comprometemos a reducir, como mínimo en un 20%, las personas sin hogar en nuestra región. Las personas sin hogar sufren la situación más vulnerable posible: son personas que han vivido situaciones traumáticas, de pérdida de recursos económicos y de su red de apoyo, y además se enfrentan a la invisibilidad, a la discriminación, la inseguridad y la soledad. Por ello, desde el Partido Popular vamos a comprometernos con las personas sin hogar y utilizaremos todos los recursos a nuestro alcance para que tengan un lugar donde vivir y un trabajo desde el que se puedan reintegrar en la sociedad."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,226,"Aseguraremos la permanencia y eficiencia de la aplicación de las Tarifas Sociales del Canal de Isabel II, desarrollando mecanismos de apoyo a los sectores más desfavorecidos, con el objetivo de que ningún hogar en la Comunidad de Madrid se quede sin acceso a los consumos básicos por problemas económicos. En los últimos años hemos ido ampliando las tarifas sociales de consumo de agua del Canal de Isabel II con diferentes bonificaciones a familias y personas, y vamos a seguir garantizando el acceso a los consumos básicos a quienes más lo necesitan."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,227,"Fomentaremos la plena integración en la sociedad madrileña de las personas inmigrantes para facilitar su participación, como titulares de derechos y deberes, reconociendo su contribución al crecimiento de la Comunidad de Madrid. Además, pondremos en funcionamiento una APP para que los residentes extranjeros puedan acceder a los diferentes servicios que tiene la Comunidad de Madrid y para favorecer la plena integración, tanto de los recién llegados como de la segunda generación. La Comunidad de Madrid cuenta con casi un millón de residentes extranjeros, en su mayoría procedentes de países europeos e iberoamericanos, que contribuyen al desarrollo de la sociedad madrileña, a través de las actividades laborales y profesionales que desempeñan. Queremos reconocer esta realidad y apoyarles en su plena integración."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,228,"Apoyaremos la acogida en la sociedad madrileña a las personas extranjeras que proceden de países en los que no se respetan los derechos fundamentales y necesitan ser protegidas, en especial cuando tienen su origen en países vinculados históricamente a España. La Comunidad de Madrid no tiene competencia para la concesión de protección internacional a personas que son perseguidas en sus países de procedencia por sus ideas, opiniones políticas, confesiones religiosas, o su orientación sexual. La competencia es de España, según los Convenios internacionales. Sin embargo, la Comunidad de Madrid sí tiene competencia para la integración de estas personas protegidas internacionalmente, y en esa línea vamos a seguir actuando con la máxima eficacia."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,229,"Impulsaremos la integración de las personas gitanas en diferentes ámbitos, como el escolar, la participación de la mujer, el laboral, el cultural y el deportivo. El Partido Popular pondrá en marcha un Plan, con un conjunto amplio de medidas destinadas a fomentar la plena integración en la sociedad madrileña de las personas gitanas en ámbitos en los que todavía existen carencias, como pueden ser el escolar, el laboral, la participación de la mujer, el cultural o el deportivo."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,230,"Creemos firmemente en la diversidad y, por ello, garantizaremos la igualdad de todas las personas, evitando que puedan ser discriminadas por razón de lugar de procedencia, etnia, sexo o cualquier otra circunstancia personal."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,231,"Garantizaremos la igualdad de trato y la no discriminación de las personas por su orientación sexual. Seguiremos avanzando en todas las medidas necesarias para evitar que las que las personas puedan ser discriminadas por su orientación sexual, actuando en particular para prevenir situaciones de violencia o acoso."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,232,"Impulsaremos el Voluntariado entre los madrileños, para que nuestra sociedad siga siendo una región solidaria y participativa, desde los ámbitos de la familia, la escuela y la empresa, con el objetivo de triplicar al final de la legislatura el número de madrileños que realizan actividades de voluntariado. La Comunidad de Madrid tiene 300.000 ciudadanos que participan diariamente en actividades de voluntariado, de trabajo desinteresado hacia los demás. Nuestra propuesta es fomentar la labor del voluntariado de manera que desde la familia, la escuela o la empresa se valore y potencie la participación en estas actividades."
2019,PP Madrid,Servicios sociales adaptados a las necesidades de las personas,233,"Incrementaremos la Cooperación para el desarrollo de determinadas regiones o países, en especial de aquellas que tienen vínculos con España o que sufren situaciones de emergencia derivadas de catástrofes. La Comunidad de Madrid, después de los años de crisis, ha incrementado los fondos destinados a la cooperación para el desarrollo de otros países que lo necesitan, al mismo tiempo que participa activamente con el envío de ayudas y voluntarios cuando se producen situaciones derivadas de catástrofes."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",234,"Mejoraremos los procesos de identificación de necesidades y de selección de personal, haciendo uso de todas las potencialidades de rapidez, control y transparencia que ofrece la Administración digital aplicada a los procesos selectivos. Es importante garantizar la regularidad de las convocatorias de selección, para disponer de un “cuerpo de opositores” estable y bien formado, así como potenciar la formación de los miembros de los órganos de selección, de modo que todo ello contribuya a incrementar la calidad de la selección. Estamos orgullosos de nuestros empleados públicos, queremos que Madrid siga contando con los mejores, y que puedan desarrollar una carrera profesional acorde a su desempeño."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",235,"Mejoraremos la motivación de los empleados públicos de la Comunidad de Madrid, configurando modelos de carrera profesional horizontal, que permitan incrementar el buen desempeño, el compromiso con su formación continuada, su iniciativa o su buena integración en la organización de los trabajadores de la Administración Pública."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",236,"Apostaremos por una efectiva simplificación de los procedimientos administrativos, y por una Administración flexible y sin exigencia de papeles innecesarios, elaborando pruebas piloto y experimentales -“sandboxs regulatorios”- que permitan comprobar la eficacia de los nuevos procedimientos."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",237,"Haremos del ciudadano el centro de la Administración, extendiendo la implantación de la cultura del diseño y co-creación de servicios basados en la experiencia ciudadana. Nos proponemos utilizar nuevos mecanismos, como la implantación de la cultura del diseño y la creación de servicios públicos basados en la experiencia ciudadana, que permitan conocer qué es lo que realmente quiere y necesita el ciudadano. Además, en función de sus necesidades y experiencias, ofrecerles la posibilidad de que participen en el diseño de las mejores soluciones a sus demandas. De la misma forma, podremos ofrecer servicios a la carta a todos los ciudadanos, pasando del concepto de ciudadano “departamentalizado” para la Administración, al de “ciudadano 360º”; es decir, un ciudadano que recibe una respuesta global de la Administración a sus distintas demandas. En el mismo sentido, podría crearse una unidad de análisis del comportamiento para innovar en el diseño de las políticas."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",238,"Modificaremos la Ley de Accesibilidad de la Comunidad de Madrid, para incluir la accesibilidad cognitiva en las Administraciones Públicas, poniendo en marcha también Servicios educativos y culturales, y de lectura fácil en las Bibliotecas de la Comunidad de Madrid. Consideramos que es tarea de la Administración Pública facilitar especialmente el acceso a sus diferentes trámites a las personas con dificultades cognitivas; así como su acceso a los servicios educativos y a la Cultura, como instrumentos que mejoran la calidad de vida de todas las personas."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",239,"Implantaremos procedimientos para pasar de la tramitación electrónica a la eficacia digital, basados en criterios de usabilidad. Vamos a revisar y simplificar los procedimientos y, sobre todo, las normas que los regulan, de modo que se puedan compatibilizar los objetivos que se persiguen y las garantías jurídicas con una efectiva tramitación digital que permita establecer automatismos, evitando que el ciudadano tenga que presentar innumerable documentación, reduciendo una gestión excesivamente burocratizada y reformulando los procedimientos administrativos para convertirlos en gestión amigable y accesible para todos los ciudadanos."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",240,"Acercaremos el sistema de atención al ciudadano a municipios de menor población, mediante unidades móviles de gestión e información. Queremos que los madrileños puedan vivir en el municipio que elijan y que en todos ellos tengan las mismas posibilidades de contar con servicios públicos cercanos, directos y accesibles. Para ello queremos poner en marcha unidades móviles integrales de atención al ciudadano, que permitan informarse y realizar todos los trámites necesarios con la Administración regional sin desplazarse de su municipio."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",241,"Apostaremos por las tecnologías disruptivas, como el blockchain (cadena de bloques), la inteligencia artificial o el internet de las cosas (IoT), que sigan haciendo de la Comunidad de Madrid una región a la vanguardia de España y de Europa. Si queremos que no exista un desfase entre nuestra Administración y nuestros ciudadanos y empresas, se debe impulsar dentro el uso de tecnologías que añaden seguridad y eficacia a los procesos administrativos. Por ejemplo, la certificación de títulos en las Universidades a través de blockchain o el IoT con fines orientados, entre otros, a la sostenibilidad y la movilidad."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",242,"Impulsaremos la innovación y la adopción de tecnologías que permitan construir una Administración más eficiente, eficaz y transparente, permitiendo además que la mayoría de los trámites administrativos se puedan realizar a través del móvil u otros dispositivos digitales, para evitar desplazamientos innecesarios. En este sentido, trabajaremos para simplificar los procedimientos administrativos, para que puedan tramitarse de forma más amigable, y en la reducción de la normativa reguladora para las tramitaciones con la Administración. Y nos comprometemos a conseguir que todos los trámites que lo permitan puedan hacerse por vía telemática, mediante el impulso de nuevas formas de firma electrónica, más ligera pero igual de garantista, para facilitar las relaciones Ciudadano-Administración."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",243,"Impulsaremos una Comunidad con la máxima cobertura WiFi y, en el ámbito de la Administración, implantaremos una red WiFi en todos los edificios públicos de la Comunidad de Madrid, tanto para los trabajadores como para los usuarios. Impulsaremos la conexión y la conformación de espacios WiFi, para hacer de Madrid una región perfecta y permanentemente conectada, apostando por buscar fórmulas alternativas para que en la Comunidad de Madrid no exista ninguna brecha en la conectividad. Por otra parte, tener garantizado el acceso a la red mediante WiFi para todos los empleados públicos, permite aumentar la movilidad para trabajar en diferentes puestos con sus dispositivos electrónicos. Para el usuario madrileño supondrá libertad para conectarse y un mejor acceso a la información cuando viene a realizar cualquier trámite o consulta."
2019,PP Madrid,"Una Administración Pública moderna, regida por los principios de responsabilidad y transparencia",244,"Apostamos por la Administración Electrónica Local. Fomentaremos la culminación de la Administración Electrónica Local, con el objetivo de configurar un escenario en el que dicha tramitación constituya la actuación habitual en todas las Corporaciones Locales de nuestra región."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,245,"Para incentivar que haya más Policía Nacional y Guardia Civil velando por la seguridad de los madrileños, contribuiremos a la mejora de las condiciones de vida de los miembros de los Cuerpos y Fuerzas de Seguridad del Estado destinados en la Comunidad de Madrid. En la Comunidad de Madrid existe un déficit de efectivos, tanto de la Guardia Civil como del Cuerpo Nacional de Policía. Con el fin de facilitar la incorporación de más efectivos a nuestra región y compensarles las dificultades que encuentran en cuanto a un mayor coste de la vida y del acceso a la vivienda, se formalizará un convenio con el Ministerio del Interior que contemple ayudas desde el Gobierno de la Comunidad de Madrid al alquiler, escolarización y transporte para los agentes, así como inversiones para la mejora de las instalaciones de vivienda de los cuarteles donde son destinados."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,246,"Impulsaremos y mejoraremos el proyecto de seguridad ciudadana BESCAM, para la mejora de la cobertura de las Policías Locales de la Comunidad de Madrid. La BESCAM lleva funcionando desde el año 2005 y, por tanto, ha llegado el momento de redefinir este proyecto y abrir nuevas líneas de colaboración con las Administraciones Locales como, entre otras, impulsar y apoyar la homogenización y el desarrollo de competencias, con la creación de unidades especializadas en las policías locales."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,247,"Crearemos un Centro Memorial Interactivo para el reconocimiento de las víctimas del terrorismo. En la Ley de Protección, Reconocimiento y Memoria a las Víctimas del Terrorismo, impulsada por el Gobierno del Partido Popular, está reconocido un Memorial Interactivo y, por tanto, debe ponerse en marcha este Centro, que permitirá acoger jornadas, visitas, homenajes y encuentros con todos los sectores de la sociedad, en especial con los escolares, para mantener viva la memoria y el verdadero relato de la historia del terrorismo en nuestro país."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,248,"Aprobaremos una Ley autonómica de Protección Civil, que unifique la dispersa normativa, definiendo las competencias municipales y autonómicas en materia de planificación, prevención de incendios, autoprotección y respuesta ante emergencias; estableciendo sistemas coordinados de alerta y alarma temprana; regulando las nuevas tecnologías y su aplicación en emergencias y catástrofes; y creando una Unidad Logística en la Agencia de Seguridad y Emergencias Madrid 112, para atender las necesidades básicas de víctimas e intervinientes en emergencias complejas o de larga duración. Después de treinta años de la puesta en marcha del sistema de distribución competencial en materia de seguridad y emergencias, la Comunidad de Madrid debe adaptar su dispersa normativa al sistema nacional y a los nuevos escenarios de riesgo."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,249,"Diseñaremos un nuevo Sistema Integral de Atención de Emergencias, sin fronteras administrativas, con el objetivo de que todos los madrileños estén atendidos en menos de 10 minutos. Nos proponemos mejorar la atención de los madrileños y reducir los tiempos de respuesta ante las emergencias, activando el recurso disponible más cercano al siniestro y creando procedimientos de intervención conjunta para una respuesta integral más eficiente y eficaz."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,250,"Crearemos un Departamento de Seguridad de la Información y Ciberseguridad en la Agencia de Seguridad y Emergencias Madrid112. La gestión digital de hospitales, infraestructuras de transporte, energéticas y de seguridad, en definitiva, la informatización de las infraestructuras críticas es hoy una realidad. Y tenemos que estar preparados no sólo para responder a amenazas o ataques que afecten a la propia Administración de la Comunidad de Madrid, sino colaborar con otras Administraciones y empresas frente a amenazas contra la ciberseguridad que puedan comprometer el normal funcionamiento de los servicios esenciales."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,251,"Impulsaremos la Estrategia de Seguridad Vial en la Comunidad de Madrid, con el objetivo “Cero Víctimas en 2050”. Para ello, en colaboración con la Comisión Europea, Administración del Estado y los municipios, se desarrollarán líneas de actuación en materia de conservación de carreteras, protocolos de actuación conjunta de los servicios de emergencia, impulso a la educación vial en colegios e institutos, apoyo a las policías locales con la aportación de parques itinerantes de seguridad vial, unidades móviles para la realización de controles de alcoholemia y drogas que podrán ser compartidas mediante una calendarización, fomento en la adquisición de vehículos seguros, entre otras medidas."
2019,PP Madrid,Una región segura y aliada con las Fuerzas y Cuerpos de Seguridad del Estado,252,"Aprobaremos una nueva Ley de Espectáculos Públicos Actividades Recreativas de la Comunidad de Madrid, adaptada a las nuevas formas de ocio y protección de las sociedades modernas. La actual Ley de Espectáculos Públicos y Actividades Recreativas data del año 1998 y, por tanto, se requiere su actualización, para adaptarse a una sociedad moderna, fomentar una oferta empresarial atractiva y que a su vez, permita solucionar los problemas que se han detectado en la aplicación de la regulación actual por parte de los servicios de inspección y policías locales de los municipios, garantizando la seguridad de los usuarios y el descanso vecinal como elementos esenciales de la nueva regulación."
2019,PP Madrid,Modernizar la Justicia,253,"Pondremos en marcha el Plan “Justicia 21x21”: un plan integral de infraestructuras judiciales, que modernice, agrupe y ponga a la altura del siglo XXI todas las sedes de los 21 partidos judiciales de la región. Se tendrán en cuenta las peculiaridades de cada partido judicial, con el objetivo de consolidar un parque inmobiliario judicial seguro, accesible, racional, y eficiente desde el punto de vista energético."
2019,PP Madrid,Modernizar la Justicia,254,"Para garantizar aún más la independencia judicial, promoveremos la reforma legislativa necesaria para eliminar la potestad autonómica mediante la cual la Asamblea de Madrid puede designar una de cada tres plazas de las Salas de lo civil y penal del Tribunal Superior de Justicia de Madrid, para que sean los propios jueces y no la Asamblea de Madrid quienes efectúen la provisión de esas plazas."
2019,PP Madrid,Modernizar la Justicia,255,Impulsaremos la mediación y arbitraje como instrumento de solución extrajudicial más rápida y menos gravosa para las partes. Impulsaremos la regulación normativa necesaria para que aquellos agentes y profesionales especializados en mediación y en arbitraje puedan llevar a cabo esta función de la manera más adecuada.
2019,PP Madrid,Modernizar la Justicia,256,"Apostaremos por una Justicia sin papeles, mediante el uso de las tecnologías de última generación Se invertirán los recursos necesarios, tanto técnicos como humanos, para avanzar en el proceso de digitalización de la Administración de Justicia."
2019,PP Madrid,Modernizar la Justicia,257,Potenciaremos la asistencia jurídica gratuita y el turno de oficio para garantizar el acceso universal a la Justicia que consagra nuestra Constitución. Para ello seguiremos avanzando en la mejora de las condiciones en las que se prestan los servicios de asistencia jurídica gratuita y turno de oficio e incrementando su financiación.
2019,PP Madrid,Modernizar la Justicia,258,"Potenciaremos las Unidades Integrales de Valoración Forense Integral, aumentando el número de psicólogos y trabajadores sociales asignados a las mismas, para agilizar los procedimientos judiciales, especialmente en los procedimientos de familia."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,259,"Repoblaremos 500.000 árboles, potenciando el papel de nuestros bosques como sumideros de CO2. Queremos que Madrid esté a la cabeza en la lucha contra el calentamiento global y para ello reduciremos las emisiones de CO2."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,260,"Elaboraremos la primera Ley de Cambio Climático de la Comunidad de Madrid, en el marco de la normativa estatal, pero adaptando a las peculiaridades y prioridades de nuestra región los objetivos y prioridades del Acuerdo de París."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,261,"Pondremos en marcha un Plan de incentivos para la descarbonización en tres sectores: Vehículos (reducción de combustibles fósiles), Doméstico (calderas de carbón) e Industrial (creación de una oficina de interlocución con la industria)."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,262,"Diseñaremos una nueva Estrategia de Calidad del Aire, Cambio Climático y revisión del Protocolo Marco de NO2 ampliado a municipios de más de 50.000 habitantes, con el fin de evitar episodios de contaminación de NO2 en los núcleos urbanos. Apostaremos por un transporte bajo en emisiones, una industria más limpia y eficiente y unos hogares más sostenibles."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,263,"Apostamos por las flotas institucionales de vehículos bajos en emisiones, por lo que en los planes de renting y sustitución de las actuales flotas vamos a potenciar la adquisición de vehículos menos contaminantes, tanto para flotas institucionales, como de aquellos vehículos financiados por la Comunidad en municipios o mancomunidades y en los de transporte colectivo."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,264,"Elaboraremos un nuevo Plan Energético de la Comunidad de Madrid Horizonte 2030, apostando por un modelo basado en la eficiencia energética y el despliegue de energías renovables, eficientes y limpias. Elaboraremos un plan transversal, que incorpore las actuaciones necesarias para conseguir este nuevo modelo energético para nuestra Comunidad Autónoma, con los objetivos de reducir el 15% del consumo y aumentar en un 40% las energías renovables."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,265,"Pondremos en marcha ayudas para conseguir un menor consumo energético en viviendas y en industrias a través de Planes Renove de rehabilitación energética de viviendas y un Plan de Eficiencia Energética en Polígonos Industriales. También promocionaremos una energía limpia y sostenible, implantando una línea de ayudas a particulares y comunidades de vecinos para la instalación de paneles solares destinados al autoconsumo."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,266,"Potenciaremos el ahorro y la eficiencia energética en edificios públicos de la Comunidad de Madrid, lo que nos permitirá dedicar ese ahorro a servicios esenciales."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,267,"Aprovecharemos la capacidad del Canal de Isabel II para contribuir a mejorar nuestro mix energético, produciendo energía en las superficies de los embalses, que podrían dar servicio a 1,4 millones de madrileños."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,268,"Apostamos por el transporte público y colectivo menos contaminante, entre otras medidas ampliando la red de Metro. Crearemos las infraestructuras que necesiten los madrileños para desplazarse utilizando en su mayor parte un transporte público de calidad, que les garantice la movilidad."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,269,"Pondremos en marcha un ambicioso Plan de incentivos para adquirir vehículos bajos en emisiones, tanto para los profesionales, fundamentalmente el sector del Taxi y las furgonetas de transporte, como para los particulares, favoreciendo la adquisición de vehículos menos contaminantes (gas, híbridos, eléctricos y eco diésel) y la instalación de puntos de recarga, para potenciar la movilidad sostenible de los madrileños."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,270,"Crearemos una Agencia de Economía Circular, que acometerá la gestión de los residuos con el necesario acuerdo de los municipios madrileños, con el fin de garantizar la gestión sostenible, y conforme a los principios de la economía circular, de sus residuos."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,271,"Construiremos nuevos Complejos Medioambientales que sustituyan a los antiguos vertederos, al objeto de poder contar con las instalaciones necesarias para que los residuos reciban el tratamiento adecuado."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,272,"Daremos impulso a la gestión y tratamiento de los residuos orgánicos en la región, potenciando su reutilización en los ciclos de aprovechamiento de los recursos obtenidos de la misma."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,273,"Fomentaremos la reducción en un 25% del consumo por habitante, con el objetivo de optimizar el consumo del agua, seguir fomentando su ahorro y la eficiencia de las redes de distribución. También promoveremos la optimización ambiental de los lodos como fertilizantes, como usos para suelos empobrecidos y para evitar la desertización, mejorando los niveles de tratamiento de las depuradoras."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,274,"Duplicaremos el número de Humedales catalogados, al objeto de asegurar su conservación y, en su caso, uso público."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,275,"Aprobaremos la primera Ley de Espacios Protegidos de la Comunidad de Madrid, para unificar la normativa de las diferentes figuras regulatorias autonómicas e incorporar las nuevas demandas de nuestra sociedad (usos tradicionales, prioridad en evitar el despoblamiento, implementar los humedales)."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,276,"Crearemos el Arco Verde, conectando los 3 Parques Regionales de la Comunidad de Madrid. Este corredor circular, que conectará los tres parques regionales madrileños a través de los espacios, caminos, vías pecuarias y parcelas reforestadas en los entornos de Bosque Sur, Polvoranca y Valdebernardo, ofrecerá a más de 2.000.000 de usuarios madrileños la posibilidad de practicar deporte en el medio natural. El Arco verde también actuará facilitando la dispersión y el asentamiento de fauna y flora, y recuperando la vegetación de la ribera del arroyo Culebro."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,277,"Crearemos un nuevo Parque Regional de la Sierra Oeste, que contemple una nueva ordenación de usos y actividades que incentive y facilite la ganadería, la agricultura, la caza, la pesca, la conservación de los recursos naturales, el turismo, el deporte en la naturaleza y la biodiversidad, en un marco de lucha contra el despoblamiento, potenciando el desarrollo local y sostenible."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,278,"Construiremos dos nuevas Áreas Recreativas, en Pinilla del Valle (Pantano de Lozoya) y en El Berrueco (Pantano del Atazar), con el objetivo de revitalizar los entornos de estos embalses y convertir la zona en un entorno natural con atractivo turístico sostenible."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,279,"Diseñaremos una Estrategia para la Conservación de la Biodiversidad, con el objetivo de preservar las especies de flora y fauna de nuestro ecosistema, con particular atención a aquellas endémicas y protegidas o catalogadas en peligro de extinción."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,280,"Elaboraremos un nuevo Plan de Conservación de la Naturaleza y de Ordenación e Impulso Forestal de la Comunidad de Madrid. Nuestra política forestal está diseñada desde la óptica de la conservación de la naturaleza, sin abandonar las necesarias y prioritarias labores de silvicultura, aprovechamiento de la biomasa y generación de empleo ligado a la gestión de las políticas forestales y de prevención de incendios. En este mismo sentido y para luchar contra la despoblación en nuestra región, potenciaremos el aprovechamiento de la Biomasa Forestal en la Comunidad de Madrid, como recurso energético limpio y generador de empleo en las zonas rurales."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,281,"Reforzaremos y ampliaremos el número de Centros de Acogida de animales abandonados de la Comunidad de Madrid, y prestaremos los servicios de recogida de animales abandonados a municipios de población inferior a 5.000 habitantes que carezcan de personal e instalaciones."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,282,"Realizaremos campañas para fomentar la adopción de animales abandonados, a través de la difusión en redes, televisión, radio y prensa en papel, y con el objetivo de conseguir que en nuestra Comunidad el abandono sea cero."
2019,PP Madrid,Medio Ambiente: el momento de actuar es ahora,283,"Elaboraremos un Protocolo para que los perros que cumplan los requisitos se reserven para colectivos vulnerables (mayores solos, personas con discapacidad, dependientes, etc.). Esta medida servirá también para promover la terapia asistida por perros, que reporta beneficios físicos, psicológicos y sociales en su interacción con los pacientes; y programas de protección para las víctimas de violencia contra la mujer con perros donados a las mismas, que también contribuyen a la recuperación de la autoestima y la libertad de las víctimas."
